"","covariates","treated","untreated","post_bal"
"1","exposure_","0.258874458874459","0.0356494096276113","0.227830645860782"
"2","svi_","0.776969494949495","0.48411794845595","0.749373959193371"
"3","tmean_","26.8642997486349","23.0769839356785","26.5322978556018"
"4","ppt_mean_","5.01187449836324","3.01549543621573","4.82936923294637"
"5","pct_hsg_","75.2827128427128","80.235299943774","75.4590443563366"
"6","pct_black_","0.293297364645675","0.0822770701375978","0.285316435176827"
"7","pct_hispanic_","0.0602609862487523","0.0727461734673493","0.0650231112100533"
"8","pci_","22764.3445887446","25724.0924111198","23157.0309139321"
"9","pct_pov_","19.9871861471861","15.0411333852342","19.5959313048144"
"10","mf_ratio_","1.00876333111016","0.992321799465532","1.00775266848793"
"11","pct_youth_","0.199039783462788","0.199354216520725","0.199161755892628"
"12","pct_elderly_","0.147387701008294","0.156702094634295","0.150141467706228"
"13","pop_density_","140.390930111424","259.562964306348","225.29539593677"
"14","pop_size_","108493.284271284","93706.1523614896","117589.728345965"
