"","covariates","treated","untreated","post_bal"
"1","exposure_","0.170276325616131","0.0259087393658159","0.170299967611566"
"2","svi_","0.56160077669903","0.486317826759474","0.561245094652069"
"3","tmean_","25.0438546677821","22.8536133956439","25.0320133340015"
"4","ppt_mean_","3.84415996350377","2.89145912138614","3.8429358348027"
"5","pct_hsg_","76.4521284540702","77.8969455847066","76.4563933434857"
"6","pct_black_","0.15942429723273","0.0780172349915119","0.159368857314916"
"7","pct_hispanic_","0.0705574146087387","0.0622318072136748","0.0706284691618716"
"8","pci_","25000.3126213592","23862.6473109644","25008.9830995938"
"9","pct_pov_","14.647356235997","14.4223436849307","14.6492683937373"
"10","mf_ratio_","0.98492971158452","0.986994398070216","0.984929131493238"
"11","pct_youth_","0.204741858956444","0.205362784318228","0.204734241948278"
"12","pct_elderly_","0.144974551223525","0.150887723878415","0.14491438871401"
"13","pop_density_","712.31927177414","153.537664709198","709.39515082693"
"14","pop_size_","153490.846601942","78613.1977809507","153626.818525435"
