"","covariates","treated","untreated","post_bal"
"1","exposure_","0.428571428571429","0.0574659589199169","0.370431845296174"
"2","svi_","0.720633333333333","0.498390468497577","0.642777047484199"
"3","tmean_","27.1330387178784","23.1975904333137","26.8624853245138"
"4","ppt_mean_","5.42438490643251","3.0572622989162","5.30250116848917"
"5","pct_hsg_","73.3559523809524","77.9691520116932","72.7131192420681"
"6","pct_black_","0.118903141362965","0.0917263215188106","0.123150676266973"
"7","pct_hispanic_","0.024192487103439","0.064857113543846","0.0329145520148655"
"8","pci_","21477.9404761905","24234.633244865","21604.3010183156"
"9","pct_pov_","17.6559523809524","14.5118527579045","17.4460558919007"
"10","mf_ratio_","1.11531438997685","0.98736553686383","1.10654788621693"
"11","pct_youth_","0.179165867875297","0.204481902700629","0.181728041005505"
"12","pct_elderly_","0.153542369814425","0.150323619518315","0.154600285526603"
"13","pop_density_","61.1508819412215","247.459301136217","110.044876861154"
"14","pop_size_","43862.6666666667","91592.6201707824","55384.264529618"
