"","covariates","treated","untreated","post_bal"
"1","exposure_","0.176168929110106","0.0437431682927817","0.177408607881974"
"2","svi_","0.537433846153846","0.49688514624914","0.54678856333463"
"3","tmean_","24.4896038020037","23.2089817688614","24.4569656999493"
"4","ppt_mean_","4.02692784129694","3.0155252556436","3.98087095980879"
"5","pct_hsg_","79.3078129713424","78.8275257411981","79.3194642664321"
"6","pct_black_","0.187009684099685","0.0861366149019117","0.185093325597229"
"7","pct_hispanic_","0.0527842002444355","0.0691055788092254","0.0541599413023953"
"8","pci_","29034.7116138763","24464.3765009514","28926.9610714626"
"9","pct_pov_","13.846334841629","14.9953894579167","13.9234999430356"
"10","mf_ratio_","0.978540418343739","0.990991398833638","0.978037861860389"
"11","pct_youth_","0.201237054395722","0.202263251493911","0.201095993904915"
"12","pct_elderly_","0.135704345434056","0.153141022937782","0.135679912960729"
"13","pop_density_","1651.99028990399","155.535046959013","1611.15823303067"
"14","pop_size_","239059.92760181","83012.8701469576","237505.985942842"
