"","covariates","treated","untreated","post_bal"
"1","exposure_","0.263133640552995","0.0356796116504854","0.260865898275242"
"2","svi_","0.77318940092166","0.478176213592234","0.769781348675988"
"3","tmean_","27.0255368731063","22.7755126062327","26.8049325517151"
"4","ppt_mean_","4.68982111780823","2.92185054041832","4.57647500746709"
"5","pct_hsg_","71.3416129032258","77.1321666666667","71.3073982490897"
"6","pct_black_","0.278339003736782","0.0767103619982416","0.274023724299133"
"7","pct_hispanic_","0.0558202428840868","0.0603394827068508","0.0562464170384436"
"8","pci_","21724.3124423963","23635.8404646325","21693.1027777811"
"9","pct_pov_","18.581866359447","13.8772898751734","18.4630992063761"
"10","mf_ratio_","0.974851182146556","0.984199076973263","0.975010206103574"
"11","pct_youth_","0.215294709588339","0.207628528369199","0.214801992601779"
"12","pct_elderly_","0.138416600060231","0.150016698617026","0.138597943360743"
"13","pop_density_","149.054141688851","251.389558249849","149.403712341275"
"14","pop_size_","115032.048847926","87794.6849167823","117091.892577887"
