"","covariates","treated","untreated","post_bal"
"1","exposure_","0.205624910317119","0.0307828573204463","0.186333179500518"
"2","svi_","0.745900330033003","0.473141583273767","0.734577650107165"
"3","tmean_","26.3233618500569","22.9736637843217","26.032203527062"
"4","ppt_mean_","4.33916918879971","3.03058884970639","4.33995912322446"
"5","pct_hsg_","75.6103314679294","81.0262689187929","75.7714678775203"
"6","pct_black_","0.33159090027778","0.0683050191588479","0.329411524329523"
"7","pct_hispanic_","0.0425083821181669","0.0773911647307684","0.0473664242446045"
"8","pci_","23642.8809011336","26154.4065248469","23679.6333125052"
"9","pct_pov_","19.2441168029846","14.9117768903254","19.2642091994716"
"10","mf_ratio_","0.984539248238212","0.995491140548869","0.984945111448637"
"11","pct_youth_","0.196998827534857","0.198118195304962","0.197654160786416"
"12","pct_elderly_","0.146432827932112","0.16016978830734","0.14722120486408"
"13","pop_density_","221.037625571603","258.592941141101","249.23500265152"
"14","pop_size_","75485.7002439374","97445.843133294","79064.197179638"
