"","covariates","treated","untreated","post_bal"
"1","exposure_","0.228453364817001","0.0383440787241262","0.227761581072024"
"2","svi_","0.73783474025974","0.487353715643027","0.677755769536028"
"3","tmean_","27.836926311292","23.0751574577615","27.4469610486065"
"4","ppt_mean_","4.79013956953733","3.05126436641226","4.48613947261046"
"5","pct_hsg_","75.7775974025974","80.4694767148924","76.2393238087783"
"6","pct_black_","0.173418146898334","0.0896043866514787","0.167735222068866"
"7","pct_hispanic_","0.176497760271266","0.0676314028380029","0.167247934429191"
"8","pci_","24370.6552538371","25808.5690794953","24191.2985821641"
"9","pct_pov_","18.6491145218418","15.1587612980843","18.6108802505533"
"10","mf_ratio_","1.01591553661049","0.992682115043405","1.01288068447145"
"11","pct_youth_","0.201947779953729","0.198489211650342","0.201126134557779"
"12","pct_elderly_","0.155802644902955","0.157569578331921","0.154927214728274"
"13","pop_density_","215.779394970324","256.086877000284","175.79510014411"
"14","pop_size_","160534.334120425","91469.9804269365","142646.9048134"
